MedInc,HouseAge,AveRooms,AveBedrms,Population,Households,Latitude,Longitude,HousePrice
3.4846132989976137,30.16548497997706,5.701178033213343,1.4275990916344365,544.7074424482746,398.7210250613502,34.83743523152525,-116.40023873508676,2.387439716389683
2.5367097046483957,13.35755472952188,4.881942017130863,1.2362580921711057,741.2795816593438,974.0861584575238,40.3014045322272,-116.99780954580326,2.0980836099007085
3.757839792580996,43.77969618254872,3.70106448120947,2.079212279109729,263.2393773402839,212.8562638291097,35.170399307843425,-120.53344095657467,2.5856145812031617
5.8212494929083896,25.50852706933856,3.0406655477947475,1.7075759038745113,470.68974829096464,35.54859714282746,34.916779019575756,-123.5079683790607,3.315452558153767
2.4179578315254786,33.79000181327416,4.786047151712848,1.5740899583154018,1326.9595466513974,102.55600722065778,38.0141812410159,-121.07232882604389,1.8590746273202376
2.4179776803497446,41.49818421731313,3.970332214716851,1.6681297221518885,405.6665318630339,206.9991807357341,33.78226039458169,-115.83600610287844,1.671467104469789
5.987095528199461,46.66107800863958,4.087121075555121,1.921935360006977,128.08639093527972,247.91260556879845,36.059151081140264,-119.64691877434097,3.229372035194043
3.9897052842469014,38.33516695053639,6.274771984435035,1.5188989711097418,831.1227544125559,505.93253792098653,37.29252024737969,-117.02256983952607,2.855719429404263
2.149559219709109,8.587197385710692,6.757663567086585,1.443105532349394,284.58934084374016,224.6401030533789,40.968521813492345,-117.79273601083717,1.7268671157183262
3.5654134496317527,44.58115084887511,3.093768772279622,1.2687254425671155,1060.1823885434494,150.64215211249476,36.14016168365347,-117.21408860458453,2.7145500029064937
2.156078696615597,32.54747370914082,4.207509135092489,1.3286402535010446,413.83682787478006,117.52145477929248,32.92068488670503,-116.48789567739792,1.3881016613294985
2.1535876442865214,32.08193767739395,3.9355020083281236,1.5388702211785463,955.10053619412,212.5350179352674,40.276319198541096,-115.32851099392637,2.5731763713297546
3.067862717060499,47.988368550051,4.92573052020879,2.0440536628791746,669.8280542866964,286.9390858355144,38.354688429146194,-121.90239818507995,2.015205165281404
1.0443136523983056,13.690409338960038,2.270764805127006,1.4892956816583627,1477.3700042789367,308.64568621713784,38.96287769900881,-123.53098197795879,1.087864628333735
1.147448846497781,13.218968543195698,2.891422525814014,1.7369283841076126,1055.8224113098454,452.2401134144014,33.354567637347046,-118.8406733294782,1.022939111312479
2.0520847659124186,27.172871289443055,4.3264680663244155,2.0645324514893146,109.41977844519828,316.97980647823107,34.18163170187194,-114.91535083659606,1.5323654900643005
1.6381776579440481,39.29401639327812,5.673660846247176,1.7795361410274697,61.95250622446135,63.21740640912166,37.703156236566755,-122.62478812190665,1.879576933170117
3.180771146513633,23.809276119653966,4.584069869052002,2.446701603029598,373.54783239787565,73.82575330050014,34.41615684492039,-114.6741501307205,2.100445747868556
1.726313072281937,33.328460884512516,5.481902004845162,1.671213661263728,736.4358623426866,171.94707654441746,40.27301153463962,-115.36218081971928,1.3343906058302029
1.3415801683544264,24.07876093535866,4.754980111344664,1.5977618601386454,195.32396182649185,177.78843361937265,32.7316333762948,-114.36436865869207,1.4549430541063253
5.65660780303637,32.129746204835406,6.572451327540249,1.52754657450474,629.9612470506099,886.4993162834606,40.26901583279424,-121.08634422766406,3.1404263201524913
2.428106777434253,42.935377433299266,6.998992881616438,2.4558305830381846,603.9696283449176,111.71479607852012,36.912899127833626,-119.87620474004633,1.7541112795204978
2.811629201497702,10.20431150063709,3.567485956497884,2.1041043738539913,375.0330936576362,397.504981692597,38.10027615019365,-115.67958464245064,1.5429826075731787
1.333258448024995,36.464305234305186,5.842119166160295,1.2313685788014894,213.86774078145626,1041.9557163583693,34.38913435185575,-121.22679747941352,1.5796095233608805
2.070538333040932,41.15871270624735,5.219678784893336,2.514358432052067,145.56533843673174,455.40768476861473,36.19070545018203,-114.23870323971647,1.4859284892183537
2.8733002868783504,23.802681781570907,9.501032182795882,1.8213829764620804,4813.471744938077,584.8833869223143,37.966084653342776,-122.6957507900178,1.4162743010983623
1.5288307251296631,17.484912430460568,3.5277119722595107,1.6918272039071047,48.38912152169982,917.13111271288,34.02025931908592,-120.64099004212483,1.8152157298177778
3.280018324679038,1.6907605201445062,4.327453837168907,1.8287911215534425,116.88111522679809,362.9148236264516,36.205543154515894,-119.40399753918712,2.3948883988816596
2.013109728365395,41.65235613903877,3.288126369511927,1.361030904265649,5434.16232482176,513.0695416938748,38.918479295265904,-121.98268811928678,2.0365406246940294
2.349383903600849,17.724871610835393,3.3471831131541276,1.7149412827777335,143.59267882064054,265.0584412183193,41.07944287682095,-123.42206356830113,1.5446686587207108
2.0120350929014292,19.22278293981056,5.031253744805013,1.5500084565832493,229.8344455814686,1343.447490026526,34.94151896771787,-115.17592954708174,1.7580001172233275
6.862961761721393,18.136314318039425,4.766741873648268,1.53408061945144,796.3781230696483,345.1053982682379,39.711194190587776,-120.81900926487626,3.627158904696581
2.6999989594762246,26.435705871429246,5.272134601003929,1.9972540386960842,652.6691422174905,129.4815926936199,33.715675367405574,-118.32845787559188,1.7609908254096363
